,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,day_of_week,day_of_month,month_of_year,quarter_of_year,year
17,2020-03-09 00:00:00-04:00,7948.02978515625,7948.02978515625,7948.02978515625,7948.02978515625,0,0.0,0.0,0,9,3,1,2020
18,2020-03-10 00:00:00-04:00,8372.26953125,8372.26953125,8372.26953125,8372.26953125,0,0.0,0.0,1,10,3,1,2020
19,2020-03-11 00:00:00-04:00,8006.1201171875,8006.1201171875,8006.1201171875,8006.1201171875,0,0.0,0.0,2,11,3,1,2020
20,2020-03-12 00:00:00-04:00,7263.64990234375,7263.64990234375,7263.64990234375,7263.64990234375,0,0.0,0.0,3,12,3,1,2020
21,2020-03-13 00:00:00-04:00,7995.259765625,7995.259765625,7995.259765625,7995.259765625,0,0.0,0.0,4,13,3,1,2020
22,2020-03-16 00:00:00-04:00,7020.3798828125,7020.3798828125,7020.3798828125,7020.3798828125,0,0.0,0.0,0,16,3,1,2020
23,2020-03-17 00:00:00-04:00,7473.9501953125,7473.9501953125,7473.9501953125,7473.9501953125,0,0.0,0.0,1,17,3,1,2020
24,2020-03-18 00:00:00-04:00,7175.18017578125,7175.18017578125,7175.18017578125,7175.18017578125,0,0.0,0.0,2,18,3,1,2020
25,2020-03-19 00:00:00-04:00,7288.52001953125,7288.52001953125,7288.52001953125,7288.52001953125,0,0.0,0.0,3,19,3,1,2020
26,2020-03-20 00:00:00-04:00,6994.2900390625,6994.2900390625,6994.2900390625,6994.2900390625,0,0.0,0.0,4,20,3,1,2020
27,2020-03-23 00:00:00-04:00,7006.919921875,7006.919921875,7006.919921875,7006.919921875,0,0.0,0.0,0,23,3,1,2020
28,2020-03-24 00:00:00-04:00,7553.81982421875,7553.81982421875,7553.81982421875,7553.81982421875,0,0.0,0.0,1,24,3,1,2020
29,2020-03-25 00:00:00-04:00,7469.6201171875,7469.6201171875,7469.6201171875,7469.6201171875,0,0.0,0.0,2,25,3,1,2020
30,2020-03-27 00:00:00-04:00,7588.3701171875,7588.3701171875,7588.3701171875,7588.3701171875,0,0.0,0.0,4,27,3,1,2020
31,2020-03-30 00:00:00-04:00,7889.009765625,7889.009765625,7889.009765625,7889.009765625,0,0.0,0.0,0,30,3,1,2020
32,2020-03-31 00:00:00-04:00,7813.5,7813.5,7813.5,7813.5,0,0.0,0.0,1,31,3,1,2020
33,2020-04-01 00:00:00-04:00,7486.2900390625,7486.2900390625,7486.2900390625,7486.2900390625,0,0.0,0.0,2,1,4,2,2020
34,2020-04-02 00:00:00-04:00,7635.66015625,7635.66015625,7635.66015625,7635.66015625,0,0.0,0.0,3,2,4,2,2020
35,2020-04-03 00:00:00-04:00,7528.10986328125,7528.10986328125,7528.10986328125,7528.10986328125,0,0.0,0.0,4,3,4,2,2020
36,2020-04-06 00:00:00-04:00,8081.66015625,8081.66015625,8081.66015625,8081.66015625,0,0.0,0.0,0,6,4,2,2020
37,2020-04-07 00:00:00-04:00,8049.31005859375,8049.31005859375,8049.31005859375,8049.31005859375,0,0.0,0.0,1,7,4,2,2020
38,2020-04-08 00:00:00-04:00,8229.5400390625,8229.5400390625,8229.5400390625,8229.5400390625,0,0.0,0.0,2,8,4,2,2020
39,2020-04-09 00:00:00-04:00,8238.5302734375,8238.5302734375,8238.5302734375,8238.5302734375,0,0.0,0.0,3,9,4,2,2020
40,2020-04-13 00:00:00-04:00,8332.740234375,8332.740234375,8332.740234375,8332.740234375,0,0.0,0.0,0,13,4,2,2020
41,2020-04-15 00:00:00-04:00,8591.9599609375,8591.9599609375,8591.9599609375,8591.9599609375,0,0.0,0.0,2,15,4,2,2020
42,2020-04-16 00:00:00-04:00,8757.830078125,8757.830078125,8757.830078125,8757.830078125,0,0.0,0.0,3,16,4,2,2020
43,2020-04-17 00:00:00-04:00,8832.41015625,8832.41015625,8832.41015625,8832.41015625,0,0.0,0.0,4,17,4,2,2020
44,2020-04-20 00:00:00-04:00,8726.509765625,8726.509765625,8726.509765625,8726.509765625,0,0.0,0.0,0,20,4,2,2020
45,2020-04-21 00:00:00-04:00,8403.0,8403.0,8403.0,8403.0,0,0.0,0.0,1,21,4,2,2020
46,2020-04-22 00:00:00-04:00,8664.6298828125,8664.6298828125,8664.6298828125,8664.6298828125,0,0.0,0.0,2,22,4,2,2020
47,2020-04-23 00:00:00-04:00,8641.5,8641.5,8641.5,8641.5,0,0.0,0.0,3,23,4,2,2020
48,2020-04-24 00:00:00-04:00,8786.599609375,8786.599609375,8786.599609375,8786.599609375,0,0.0,0.0,4,24,4,2,2020
49,2020-04-27 00:00:00-04:00,8837.66015625,8837.66015625,8837.66015625,8837.66015625,0,0.0,0.0,0,27,4,2,2020
50,2020-04-28 00:00:00-04:00,8677.599609375,8677.599609375,8677.599609375,8677.599609375,0,0.0,0.0,1,28,4,2,2020
51,2020-04-29 00:00:00-04:00,8982.759765625,8982.759765625,8982.759765625,8982.759765625,0,0.0,0.0,2,29,4,2,2020
52,2020-04-30 00:00:00-04:00,9000.509765625,9000.509765625,9000.509765625,9000.509765625,0,0.0,0.0,3,30,4,2,2020
53,2020-05-04 00:00:00-04:00,8834.1103515625,8834.1103515625,8834.1103515625,8834.1103515625,0,0.0,0.0,0,4,5,2,2020
54,2020-05-05 00:00:00-04:00,8930.6201171875,8930.6201171875,8930.6201171875,8930.6201171875,0,0.0,0.0,1,5,5,2,2020
55,2020-05-06 00:00:00-04:00,8984.8603515625,8984.8603515625,8984.8603515625,8984.8603515625,0,0.0,0.0,2,6,5,2,2020
56,2020-05-07 00:00:00-04:00,9101.8798828125,9101.8798828125,9101.8798828125,9101.8798828125,0,0.0,0.0,3,7,5,2,2020
57,2020-05-11 00:00:00-04:00,9298.919921875,9298.919921875,9298.919921875,9298.919921875,0,0.0,0.0,0,11,5,2,2020
58,2020-05-12 00:00:00-04:00,9112.4501953125,9112.4501953125,9112.4501953125,9112.4501953125,0,0.0,0.0,1,12,5,2,2020
59,2020-05-13 00:00:00-04:00,9000.080078125,9000.080078125,9000.080078125,9000.080078125,0,0.0,0.0,2,13,5,2,2020
60,2020-05-15 00:00:00-04:00,9152.6396484375,9152.6396484375,9152.6396484375,9152.6396484375,0,0.0,0.0,4,15,5,2,2020
61,2020-05-18 00:00:00-04:00,9331.9296875,9331.9296875,9331.9296875,9331.9296875,0,0.0,0.0,0,18,5,2,2020
62,2020-05-19 00:00:00-04:00,9298.5400390625,9298.5400390625,9298.5400390625,9298.5400390625,0,0.0,0.0,1,19,5,2,2020
63,2020-05-20 00:00:00-04:00,9485.01953125,9485.01953125,9485.01953125,9485.01953125,0,0.0,0.0,2,20,5,2,2020
64,2020-05-21 00:00:00-04:00,9377.990234375,9377.990234375,9377.990234375,9377.990234375,0,0.0,0.0,3,21,5,2,2020
65,2020-05-22 00:00:00-04:00,9413.990234375,9413.990234375,9413.990234375,9413.990234375,0,0.0,0.0,4,22,5,2,2020
66,2020-05-26 00:00:00-04:00,9389.98046875,9389.98046875,9389.98046875,9389.98046875,0,0.0,0.0,1,26,5,2,2020
67,2020-05-27 00:00:00-04:00,9442.0498046875,9442.0498046875,9442.0498046875,9442.0498046875,0,0.0,0.0,2,27,5,2,2020
68,2020-05-28 00:00:00-04:00,9416.7099609375,9416.7099609375,9416.7099609375,9416.7099609375,0,0.0,0.0,3,28,5,2,2020
69,2020-05-29 00:00:00-04:00,9555.51953125,9555.51953125,9555.51953125,9555.51953125,0,0.0,0.0,4,29,5,2,2020
70,2020-06-01 00:00:00-04:00,9598.8896484375,9598.8896484375,9598.8896484375,9598.8896484375,0,0.0,0.0,0,1,6,2,2020
71,2020-06-02 00:00:00-04:00,9657.3095703125,9657.3095703125,9657.3095703125,9657.3095703125,0,0.0,0.0,1,2,6,2,2020
72,2020-06-03 00:00:00-04:00,9704.6904296875,9704.6904296875,9704.6904296875,9704.6904296875,0,0.0,0.0,2,3,6,2,2020
73,2020-06-04 00:00:00-04:00,9629.66015625,9629.66015625,9629.66015625,9629.66015625,0,0.0,0.0,3,4,6,2,2020
74,2020-06-05 00:00:00-04:00,9824.3896484375,9824.3896484375,9824.3896484375,9824.3896484375,0,0.0,0.0,4,5,6,2,2020
75,2020-06-08 00:00:00-04:00,9901.51953125,9901.51953125,9901.51953125,9901.51953125,0,0.0,0.0,0,8,6,2,2020
76,2020-06-09 00:00:00-04:00,9967.169921875,9967.169921875,9967.169921875,9967.169921875,0,0.0,0.0,1,9,6,2,2020
77,2020-06-10 00:00:00-04:00,10094.259765625,10094.259765625,10094.259765625,10094.259765625,0,0.0,0.0,2,10,6,2,2020
78,2020-06-11 00:00:00-04:00,9588.48046875,9588.48046875,9588.48046875,9588.48046875,0,0.0,0.0,3,11,6,2,2020
79,2020-06-12 00:00:00-04:00,9663.76953125,9663.76953125,9663.76953125,9663.76953125,0,0.0,0.0,4,12,6,2,2020
80,2020-06-15 00:00:00-04:00,9776.8896484375,9776.8896484375,9776.8896484375,9776.8896484375,0,0.0,0.0,0,15,6,2,2020
81,2020-06-16 00:00:00-04:00,9949.3701171875,9949.3701171875,9949.3701171875,9949.3701171875,0,0.0,0.0,1,16,6,2,2020
82,2020-06-17 00:00:00-04:00,9982.48046875,9982.48046875,9982.48046875,9982.48046875,0,0.0,0.0,2,17,6,2,2020
83,2020-06-18 00:00:00-04:00,10012.0498046875,10012.0498046875,10012.0498046875,10012.0498046875,0,0.0,0.0,3,18,6,2,2020
84,2020-06-19 00:00:00-04:00,10008.6396484375,10008.6396484375,10008.6396484375,10008.6396484375,0,0.0,0.0,4,19,6,2,2020
85,2020-06-22 00:00:00-04:00,10130.330078125,10130.330078125,10130.330078125,10130.330078125,0,0.0,0.0,0,22,6,2,2020
86,2020-06-23 00:00:00-04:00,10209.8203125,10209.8203125,10209.8203125,10209.8203125,0,0.0,0.0,1,23,6,2,2020
87,2020-06-24 00:00:00-04:00,10002.7001953125,10002.7001953125,10002.7001953125,10002.7001953125,0,0.0,0.0,2,24,6,2,2020
88,2020-06-25 00:00:00-04:00,10101.830078125,10101.830078125,10101.830078125,10101.830078125,0,0.0,0.0,3,25,6,2,2020
89,2020-06-26 00:00:00-04:00,9849.3603515625,9849.3603515625,9849.3603515625,9849.3603515625,0,0.0,0.0,4,26,6,2,2020
90,2020-06-29 00:00:00-04:00,9961.16015625,9961.16015625,9961.16015625,9961.16015625,0,0.0,0.0,0,29,6,2,2020
91,2020-06-30 00:00:00-04:00,10156.849609375,10156.849609375,10156.849609375,10156.849609375,0,0.0,0.0,1,30,6,2,2020
92,2020-07-01 00:00:00-04:00,10279.25,10279.25,10279.25,10279.25,0,0.0,0.0,2,1,7,3,2020
93,2020-07-06 00:00:00-04:00,10604.0595703125,10604.0595703125,10604.0595703125,10604.0595703125,0,0.0,0.0,0,6,7,3,2020
94,2020-07-07 00:00:00-04:00,10524.009765625,10524.009765625,10524.009765625,10524.009765625,0,0.0,0.0,1,7,7,3,2020
95,2020-07-08 00:00:00-04:00,10666.7001953125,10666.7001953125,10666.7001953125,10666.7001953125,0,0.0,0.0,2,8,7,3,2020
96,2020-07-09 00:00:00-04:00,10754.58984375,10754.58984375,10754.58984375,10754.58984375,0,0.0,0.0,3,9,7,3,2020
97,2020-07-10 00:00:00-04:00,10836.330078125,10836.330078125,10836.330078125,10836.330078125,0,0.0,0.0,4,10,7,3,2020
98,2020-07-13 00:00:00-04:00,10602.2099609375,10602.2099609375,10602.2099609375,10602.2099609375,0,0.0,0.0,0,13,7,3,2020
99,2020-07-14 00:00:00-04:00,10689.51953125,10689.51953125,10689.51953125,10689.51953125,0,0.0,0.0,1,14,7,3,2020
100,2020-07-15 00:00:00-04:00,10701.6796875,10701.6796875,10701.6796875,10701.6796875,0,0.0,0.0,2,15,7,3,2020
101,2020-07-16 00:00:00-04:00,10626.4599609375,10626.4599609375,10626.4599609375,10626.4599609375,0,0.0,0.0,3,16,7,3,2020
102,2020-07-17 00:00:00-04:00,10645.2197265625,10645.2197265625,10645.2197265625,10645.2197265625,0,0.0,0.0,4,17,7,3,2020
103,2020-07-20 00:00:00-04:00,10952.080078125,10952.080078125,10952.080078125,10952.080078125,0,0.0,0.0,0,20,7,3,2020
104,2020-07-21 00:00:00-04:00,10833.0703125,10833.0703125,10833.0703125,10833.0703125,0,0.0,0.0,1,21,7,3,2020
105,2020-07-22 00:00:00-04:00,10870.75,10870.75,10870.75,10870.75,0,0.0,0.0,2,22,7,3,2020
106,2020-07-23 00:00:00-04:00,10580.58984375,10580.58984375,10580.58984375,10580.58984375,0,0.0,0.0,3,23,7,3,2020
107,2020-07-24 00:00:00-04:00,10483.1298828125,10483.1298828125,10483.1298828125,10483.1298828125,0,0.0,0.0,4,24,7,3,2020
108,2020-07-27 00:00:00-04:00,10674.3798828125,10674.3798828125,10674.3798828125,10674.3798828125,0,0.0,0.0,0,27,7,3,2020
109,2020-07-28 00:00:00-04:00,10532.5,10532.5,10532.5,10532.5,0,0.0,0.0,1,28,7,3,2020
110,2020-07-29 00:00:00-04:00,10662.98046875,10662.98046875,10662.98046875,10662.98046875,0,0.0,0.0,2,29,7,3,2020
111,2020-07-30 00:00:00-04:00,10715.509765625,10715.509765625,10715.509765625,10715.509765625,0,0.0,0.0,3,30,7,3,2020
112,2020-07-31 00:00:00-04:00,10905.8798828125,10905.8798828125,10905.8798828125,10905.8798828125,0,0.0,0.0,4,31,7,3,2020
113,2020-08-03 00:00:00-04:00,11055.080078125,11055.080078125,11055.080078125,11055.080078125,0,0.0,0.0,0,3,8,3,2020
114,2020-08-04 00:00:00-04:00,11096.5400390625,11096.5400390625,11096.5400390625,11096.5400390625,0,0.0,0.0,1,4,8,3,2020
115,2020-08-05 00:00:00-04:00,11125.4404296875,11125.4404296875,11125.4404296875,11125.4404296875,0,0.0,0.0,2,5,8,3,2020
116,2020-08-06 00:00:00-04:00,11267.080078125,11267.080078125,11267.080078125,11267.080078125,0,0.0,0.0,3,6,8,3,2020
117,2020-08-07 00:00:00-04:00,11139.3896484375,11139.3896484375,11139.3896484375,11139.3896484375,0,0.0,0.0,4,7,8,3,2020
118,2020-08-10 00:00:00-04:00,11085.169921875,11085.169921875,11085.169921875,11085.169921875,0,0.0,0.0,0,10,8,3,2020
119,2020-08-11 00:00:00-04:00,10876.080078125,10876.080078125,10876.080078125,10876.080078125,0,0.0,0.0,1,11,8,3,2020
120,2020-08-12 00:00:00-04:00,11157.7197265625,11157.7197265625,11157.7197265625,11157.7197265625,0,0.0,0.0,2,12,8,3,2020
121,2020-08-13 00:00:00-04:00,11178.3701171875,11178.3701171875,11178.3701171875,11178.3701171875,0,0.0,0.0,3,13,8,3,2020
122,2020-08-14 00:00:00-04:00,11164.4501953125,11164.4501953125,11164.4501953125,11164.4501953125,0,0.0,0.0,4,14,8,3,2020
123,2020-08-17 00:00:00-04:00,11288.5703125,11288.5703125,11288.5703125,11288.5703125,0,0.0,0.0,0,17,8,3,2020
124,2020-08-18 00:00:00-04:00,11399.0302734375,11399.0302734375,11399.0302734375,11399.0302734375,0,0.0,0.0,1,18,8,3,2020
125,2020-08-19 00:00:00-04:00,11318.6396484375,11318.6396484375,11318.6396484375,11318.6396484375,0,0.0,0.0,2,19,8,3,2020
126,2020-08-20 00:00:00-04:00,11477.0498046875,11477.0498046875,11477.0498046875,11477.0498046875,0,0.0,0.0,3,20,8,3,2020
127,2020-08-21 00:00:00-04:00,11555.16015625,11555.16015625,11555.16015625,11555.16015625,0,0.0,0.0,4,21,8,3,2020
128,2020-08-24 00:00:00-04:00,11626.169921875,11626.169921875,11626.169921875,11626.169921875,0,0.0,0.0,0,24,8,3,2020
129,2020-08-25 00:00:00-04:00,11721.8095703125,11721.8095703125,11721.8095703125,11721.8095703125,0,0.0,0.0,1,25,8,3,2020
130,2020-08-26 00:00:00-04:00,11971.9404296875,11971.9404296875,11971.9404296875,11971.9404296875,0,0.0,0.0,2,26,8,3,2020
131,2020-08-27 00:00:00-04:00,11926.16015625,11926.16015625,11926.16015625,11926.16015625,0,0.0,0.0,3,27,8,3,2020
132,2020-08-28 00:00:00-04:00,11995.849609375,11995.849609375,11995.849609375,11995.849609375,0,0.0,0.0,4,28,8,3,2020
133,2020-08-31 00:00:00-04:00,12110.7001953125,12110.7001953125,12110.7001953125,12110.7001953125,0,0.0,0.0,0,31,8,3,2020
134,2020-09-01 00:00:00-04:00,12292.8603515625,12292.8603515625,12292.8603515625,12292.8603515625,0,0.0,0.0,1,1,9,3,2020
135,2020-09-02 00:00:00-04:00,12420.5400390625,12420.5400390625,12420.5400390625,12420.5400390625,0,0.0,0.0,2,2,9,3,2020
136,2020-09-03 00:00:00-04:00,11771.3701171875,11771.3701171875,11771.3701171875,11771.3701171875,0,0.0,0.0,3,3,9,3,2020
137,2020-09-04 00:00:00-04:00,11622.1298828125,11622.1298828125,11622.1298828125,11622.1298828125,0,0.0,0.0,4,4,9,3,2020
138,2020-09-09 00:00:00-04:00,11395.849609375,11395.849609375,11395.849609375,11395.849609375,0,0.0,0.0,2,9,9,3,2020
139,2020-09-10 00:00:00-04:00,11154.1201171875,11154.1201171875,11154.1201171875,11154.1201171875,0,0.0,0.0,3,10,9,3,2020
140,2020-09-11 00:00:00-04:00,11087.400390625,11087.400390625,11087.400390625,11087.400390625,0,0.0,0.0,4,11,9,3,2020
141,2020-09-14 00:00:00-04:00,11277.759765625,11277.759765625,11277.759765625,11277.759765625,0,0.0,0.0,0,14,9,3,2020
142,2020-09-15 00:00:00-04:00,11438.8701171875,11438.8701171875,11438.8701171875,11438.8701171875,0,0.0,0.0,1,15,9,3,2020
143,2020-09-16 00:00:00-04:00,11247.599609375,11247.599609375,11247.599609375,11247.599609375,0,0.0,0.0,2,16,9,3,2020
144,2020-09-17 00:00:00-04:00,11080.9501953125,11080.9501953125,11080.9501953125,11080.9501953125,0,0.0,0.0,3,17,9,3,2020
145,2020-09-18 00:00:00-04:00,10936.98046875,10936.98046875,10936.98046875,10936.98046875,0,0.0,0.0,4,18,9,3,2020
146,2020-09-21 00:00:00-04:00,10980.2197265625,10980.2197265625,10980.2197265625,10980.2197265625,0,0.0,0.0,0,21,9,3,2020
147,2020-09-22 00:00:00-04:00,11186.3701171875,11186.3701171875,11186.3701171875,11186.3701171875,0,0.0,0.0,1,22,9,3,2020
148,2020-09-24 00:00:00-04:00,10896.4697265625,10896.4697265625,10896.4697265625,10896.4697265625,0,0.0,0.0,3,24,9,3,2020
149,2020-09-25 00:00:00-04:00,11151.1298828125,11151.1298828125,11151.1298828125,11151.1298828125,0,0.0,0.0,4,25,9,3,2020
150,2020-09-28 00:00:00-04:00,11364.4501953125,11364.4501953125,11364.4501953125,11364.4501953125,0,0.0,0.0,0,28,9,3,2020
151,2020-09-29 00:00:00-04:00,11322.9501953125,11322.9501953125,11322.9501953125,11322.9501953125,0,0.0,0.0,1,29,9,3,2020
152,2020-09-30 00:00:00-04:00,11418.0595703125,11418.0595703125,11418.0595703125,11418.0595703125,0,0.0,0.0,2,30,9,3,2020
153,2020-10-02 00:00:00-04:00,11255.6904296875,11255.6904296875,11255.6904296875,11255.6904296875,0,0.0,0.0,4,2,10,4,2020
154,2020-10-05 00:00:00-04:00,11509.0595703125,11509.0595703125,11509.0595703125,11509.0595703125,0,0.0,0.0,0,5,10,4,2020
155,2020-10-06 00:00:00-04:00,11291.26953125,11291.26953125,11291.26953125,11291.26953125,0,0.0,0.0,1,6,10,4,2020
156,2020-10-07 00:00:00-04:00,11503.1904296875,11503.1904296875,11503.1904296875,11503.1904296875,0,0.0,0.0,2,7,10,4,2020
157,2020-10-08 00:00:00-04:00,11550.9404296875,11550.9404296875,11550.9404296875,11550.9404296875,0,0.0,0.0,3,8,10,4,2020
158,2020-10-09 00:00:00-04:00,11725.849609375,11725.849609375,11725.849609375,11725.849609375,0,0.0,0.0,4,9,10,4,2020
159,2020-10-12 00:00:00-04:00,12088.1103515625,12088.1103515625,12088.1103515625,12088.1103515625,0,0.0,0.0,0,12,10,4,2020
160,2020-10-13 00:00:00-04:00,12083.169921875,12083.169921875,12083.169921875,12083.169921875,0,0.0,0.0,1,13,10,4,2020
161,2020-10-14 00:00:00-04:00,11985.3603515625,11985.3603515625,11985.3603515625,11985.3603515625,0,0.0,0.0,2,14,10,4,2020
162,2020-10-15 00:00:00-04:00,11898.5703125,11898.5703125,11898.5703125,11898.5703125,0,0.0,0.0,3,15,10,4,2020
163,2020-10-16 00:00:00-04:00,11852.169921875,11852.169921875,11852.169921875,11852.169921875,0,0.0,0.0,4,16,10,4,2020
164,2020-10-19 00:00:00-04:00,11634.349609375,11634.349609375,11634.349609375,11634.349609375,0,0.0,0.0,0,19,10,4,2020
165,2020-10-20 00:00:00-04:00,11677.83984375,11677.83984375,11677.83984375,11677.83984375,0,0.0,0.0,1,20,10,4,2020
166,2020-10-21 00:00:00-04:00,11665.3701171875,11665.3701171875,11665.3701171875,11665.3701171875,0,0.0,0.0,2,21,10,4,2020
167,2020-10-22 00:00:00-04:00,11662.91015625,11662.91015625,11662.91015625,11662.91015625,0,0.0,0.0,3,22,10,4,2020
168,2020-10-23 00:00:00-04:00,11692.5703125,11692.5703125,11692.5703125,11692.5703125,0,0.0,0.0,4,23,10,4,2020
169,2020-10-26 00:00:00-04:00,11504.51953125,11504.51953125,11504.51953125,11504.51953125,0,0.0,0.0,0,26,10,4,2020
170,2020-10-27 00:00:00-04:00,11598.9501953125,11598.9501953125,11598.9501953125,11598.9501953125,0,0.0,0.0,1,27,10,4,2020
171,2020-10-29 00:00:00-04:00,11350.740234375,11350.740234375,11350.740234375,11350.740234375,0,0.0,0.0,3,29,10,4,2020
172,2020-10-30 00:00:00-04:00,11052.9501953125,11052.9501953125,11052.9501953125,11052.9501953125,0,0.0,0.0,4,30,10,4,2020
173,2020-11-02 00:00:00-05:00,11084.759765625,11084.759765625,11084.759765625,11084.759765625,0,0.0,0.0,0,2,11,4,2020
174,2020-11-03 00:00:00-05:00,11279.91015625,11279.91015625,11279.91015625,11279.91015625,0,0.0,0.0,1,3,11,4,2020
175,2020-11-04 00:00:00-05:00,11777.01953125,11777.01953125,11777.01953125,11777.01953125,0,0.0,0.0,2,4,11,4,2020
176,2020-11-05 00:00:00-05:00,12078.0703125,12078.0703125,12078.0703125,12078.0703125,0,0.0,0.0,3,5,11,4,2020
177,2020-11-06 00:00:00-05:00,12091.349609375,12091.349609375,12091.349609375,12091.349609375,0,0.0,0.0,4,6,11,4,2020
178,2020-11-09 00:00:00-05:00,11830.3896484375,11830.3896484375,11830.3896484375,11830.3896484375,0,0.0,0.0,0,9,11,4,2020
179,2020-11-10 00:00:00-05:00,11624.2900390625,11624.2900390625,11624.2900390625,11624.2900390625,0,0.0,0.0,1,10,11,4,2020
180,2020-11-11 00:00:00-05:00,11892.9296875,11892.9296875,11892.9296875,11892.9296875,0,0.0,0.0,2,11,11,4,2020
181,2020-11-12 00:00:00-05:00,11827.1396484375,11827.1396484375,11827.1396484375,11827.1396484375,0,0.0,0.0,3,12,11,4,2020
182,2020-11-13 00:00:00-05:00,11937.83984375,11937.83984375,11937.83984375,11937.83984375,0,0.0,0.0,4,13,11,4,2020
183,2020-11-16 00:00:00-05:00,12013.3798828125,12013.3798828125,12013.3798828125,12013.3798828125,0,0.0,0.0,0,16,11,4,2020
184,2020-11-17 00:00:00-05:00,11977.490234375,11977.490234375,11977.490234375,11977.490234375,0,0.0,0.0,1,17,11,4,2020
185,2020-11-18 00:00:00-05:00,11894.7099609375,11894.7099609375,11894.7099609375,11894.7099609375,0,0.0,0.0,2,18,11,4,2020
186,2020-11-19 00:00:00-05:00,11985.4296875,11985.4296875,11985.4296875,11985.4296875,0,0.0,0.0,3,19,11,4,2020
187,2020-11-20 00:00:00-05:00,11906.4404296875,11906.4404296875,11906.4404296875,11906.4404296875,0,0.0,0.0,4,20,11,4,2020
188,2020-11-23 00:00:00-05:00,11905.9404296875,11905.9404296875,11905.9404296875,11905.9404296875,0,0.0,0.0,0,23,11,4,2020
189,2020-11-24 00:00:00-05:00,12079.8095703125,12079.8095703125,12079.8095703125,12079.8095703125,0,0.0,0.0,1,24,11,4,2020
190,2020-11-27 00:00:00-05:00,12258.2099609375,12258.2099609375,12258.2099609375,12258.2099609375,0,0.0,0.0,4,27,11,4,2020
191,2020-11-30 00:00:00-05:00,12268.3203125,12268.3203125,12268.3203125,12268.3203125,0,0.0,0.0,0,30,11,4,2020
192,2020-12-01 00:00:00-05:00,12455.330078125,12455.330078125,12455.330078125,12455.330078125,0,0.0,0.0,1,1,12,4,2020
193,2020-12-02 00:00:00-05:00,12456.41015625,12456.41015625,12456.41015625,12456.41015625,0,0.0,0.0,2,2,12,4,2020
194,2020-12-03 00:00:00-05:00,12467.1298828125,12467.1298828125,12467.1298828125,12467.1298828125,0,0.0,0.0,3,3,12,4,2020
195,2020-12-04 00:00:00-05:00,12528.48046875,12528.48046875,12528.48046875,12528.48046875,0,0.0,0.0,4,4,12,4,2020
196,2020-12-07 00:00:00-05:00,12596.4697265625,12596.4697265625,12596.4697265625,12596.4697265625,0,0.0,0.0,0,7,12,4,2020
197,2020-12-08 00:00:00-05:00,12635.7197265625,12635.7197265625,12635.7197265625,12635.7197265625,0,0.0,0.0,1,8,12,4,2020
