,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,day_of_week,day_of_month,month_of_year,quarter_of_year,year
1058,2004-05-19 00:00:00-04:00,3.6225900650024414,3.6225900650024414,3.6225900650024414,3.6225900650024414,0,0.0,0.0,0.0,2,19,5,2,2004
1059,2004-05-20 00:00:00-04:00,3.4976699352264404,3.4976699352264404,3.122920036315918,3.122920036315918,2802,0.0,0.0,0.0,3,20,5,2,2004
1060,2004-05-21 00:00:00-04:00,3.4976699352264404,3.4976699352264404,3.4976699352264404,3.4976699352264404,3042,0.0,0.0,0.0,4,21,5,2,2004
1061,2004-05-24 00:00:00-04:00,3.4976699352264404,3.4976699352264404,3.4976699352264404,3.4976699352264404,0,0.0,0.0,0.0,0,24,5,2,2004
1062,2004-05-25 00:00:00-04:00,2.9355499744415283,3.122920036315918,2.9355499744415283,3.122920036315918,1301,0.0,0.0,0.0,1,25,5,2,2004
1063,2004-05-26 00:00:00-04:00,2.8730900287628174,2.8730900287628174,2.8730900287628174,2.8730900287628174,400,0.0,0.0,0.0,2,26,5,2,2004
1064,2004-05-27 00:00:00-04:00,2.9980099201202393,2.9980099201202393,2.6857099533081055,2.6857099533081055,2882,0.0,0.0,0.0,3,27,5,2,2004
1065,2004-05-28 00:00:00-04:00,2.9980099201202393,2.9980099201202393,2.9980099201202393,2.9980099201202393,801,0.0,0.0,0.0,4,28,5,2,2004
1066,2004-06-01 00:00:00-04:00,2.560800075531006,2.8730900287628174,2.560800075531006,2.7481698989868164,711,0.0,0.0,0.0,1,1,6,2,2004
1067,2004-06-02 00:00:00-04:00,2.560800075531006,2.560800075531006,2.498339891433716,2.498339891433716,2482,0.0,0.0,0.0,2,2,6,2,2004
1068,2004-06-03 00:00:00-04:00,2.623260021209717,2.623260021209717,2.435879945755005,2.435879945755005,1841,0.0,0.0,0.0,3,3,6,2,2004
1069,2004-06-04 00:00:00-04:00,1.4989999532699585,2.373420000076294,1.4989999532699585,1.998669981956482,8526,0.0,0.0,0.0,4,4,6,2,2004
1070,2004-06-07 00:00:00-04:00,1.998669981956482,1.998669981956482,1.8113000392913818,1.8113000392913818,3602,0.0,0.0,0.0,0,7,6,2,2004
1071,2004-06-08 00:00:00-04:00,1.998669981956482,1.998669981956482,1.936210036277771,1.936210036277771,1601,0.0,0.0,0.0,1,8,6,2,2004
1072,2004-06-09 00:00:00-04:00,1.936210036277771,1.936210036277771,1.936210036277771,1.936210036277771,0,0.0,0.0,0.0,2,9,6,2,2004
1073,2004-06-10 00:00:00-04:00,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,80,0.0,0.0,0.0,3,10,6,2,2004
1074,2004-06-14 00:00:00-04:00,2.248500108718872,2.248500108718872,2.248500108718872,2.248500108718872,801,0.0,0.0,0.0,0,14,6,2,2004
1075,2004-06-15 00:00:00-04:00,2.1235899925231934,2.1235899925231934,1.8737499713897705,1.8737499713897705,1601,0.0,0.0,0.0,1,15,6,2,2004
1076,2004-06-16 00:00:00-04:00,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,0,0.0,0.0,0.0,2,16,6,2,2004
1077,2004-06-17 00:00:00-04:00,1.998669981956482,1.998669981956482,1.998669981956482,1.998669981956482,80,0.0,0.0,0.0,3,17,6,2,2004
1078,2004-06-18 00:00:00-04:00,1.998669981956482,1.998669981956482,1.998669981956482,1.998669981956482,0,0.0,0.0,0.0,4,18,6,2,2004
1079,2004-06-21 00:00:00-04:00,1.998669981956482,1.998669981956482,1.62391996383667,1.62391996383667,280,0.0,0.0,0.0,0,21,6,2,2004
1080,2004-06-22 00:00:00-04:00,1.62391996383667,1.62391996383667,1.62391996383667,1.62391996383667,0,0.0,0.0,0.0,1,22,6,2,2004
1081,2004-06-23 00:00:00-04:00,1.62391996383667,1.62391996383667,1.62391996383667,1.62391996383667,0,0.0,0.0,0.0,2,23,6,2,2004
1082,2004-06-24 00:00:00-04:00,2.1235899925231934,2.1235899925231934,2.1235899925231934,2.1235899925231934,400,0.0,0.0,0.0,3,24,6,2,2004
1083,2004-06-25 00:00:00-04:00,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,1001,0.0,0.0,0.0,4,25,6,2,2004
1084,2004-06-28 00:00:00-04:00,1.998669981956482,1.998669981956482,1.8737499713897705,1.8737499713897705,1121,0.0,0.0,0.0,0,28,6,2,2004
1085,2004-06-29 00:00:00-04:00,1.62391996383667,2.1235899925231934,1.62391996383667,2.1235899925231934,4323,0.0,0.0,0.0,1,29,6,2,2004
1086,2004-06-30 00:00:00-04:00,1.998669981956482,1.998669981956482,1.8737499713897705,1.8737499713897705,2081,0.0,0.0,0.0,2,30,6,2,2004
1087,2004-07-01 00:00:00-04:00,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,0,0.0,0.0,0.0,3,1,7,3,2004
1088,2004-07-02 00:00:00-04:00,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,0,0.0,0.0,0.0,4,2,7,3,2004
1089,2004-07-06 00:00:00-04:00,1.8737499713897705,1.8737499713897705,1.4989999532699585,1.4989999532699585,4043,0.0,0.0,0.0,1,6,7,3,2004
1090,2004-07-07 00:00:00-04:00,1.4989999532699585,1.4989999532699585,1.4989999532699585,1.4989999532699585,0,0.0,0.0,0.0,2,7,7,3,2004
1091,2004-07-08 00:00:00-04:00,1.8737499713897705,2.0611300468444824,1.8737499713897705,2.0611300468444824,1681,0.0,0.0,0.0,3,8,7,3,2004
1092,2004-07-09 00:00:00-04:00,2.0611300468444824,2.1235899925231934,2.0611300468444824,2.1235899925231934,801,0.0,0.0,0.0,4,9,7,3,2004
1093,2004-07-12 00:00:00-04:00,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,1041,0.0,0.0,0.0,0,12,7,3,2004
1094,2004-07-13 00:00:00-04:00,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,0,0.0,0.0,0.0,1,13,7,3,2004
1095,2004-07-14 00:00:00-04:00,2.1235899925231934,2.1235899925231934,2.1235899925231934,2.1235899925231934,761,0.0,0.0,0.0,2,14,7,3,2004
1096,2004-07-15 00:00:00-04:00,2.1235899925231934,2.1235899925231934,2.1235899925231934,2.1235899925231934,0,0.0,0.0,0.0,3,15,7,3,2004
1097,2004-07-16 00:00:00-04:00,2.1235899925231934,2.1235899925231934,2.1235899925231934,2.1235899925231934,0,0.0,0.0,0.0,4,16,7,3,2004
1098,2004-07-19 00:00:00-04:00,1.998669981956482,1.998669981956482,1.8737499713897705,1.8737499713897705,2722,0.0,0.0,0.0,0,19,7,3,2004
1099,2004-07-20 00:00:00-04:00,1.8113000392913818,1.998669981956482,1.8113000392913818,1.998669981956482,4323,0.0,0.0,0.0,1,20,7,3,2004
1100,2004-07-21 00:00:00-04:00,1.998669981956482,1.998669981956482,1.998669981956482,1.998669981956482,0,0.0,0.0,0.0,2,21,7,3,2004
1101,2004-07-22 00:00:00-04:00,1.8737499713897705,1.998669981956482,1.8737499713897705,1.998669981956482,1001,0.0,0.0,0.0,3,22,7,3,2004
1102,2004-07-23 00:00:00-04:00,1.998669981956482,1.998669981956482,1.8737499713897705,1.8737499713897705,1041,0.0,0.0,0.0,4,23,7,3,2004
1103,2004-07-26 00:00:00-04:00,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,0,0.0,0.0,0.0,0,26,7,3,2004
1104,2004-07-27 00:00:00-04:00,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,0,0.0,0.0,0.0,1,27,7,3,2004
1105,2004-07-28 00:00:00-04:00,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,0,0.0,0.0,0.0,2,28,7,3,2004
1106,2004-07-29 00:00:00-04:00,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,0,0.0,0.0,0.0,3,29,7,3,2004
1107,2004-07-30 00:00:00-04:00,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,0,0.0,0.0,0.0,4,30,7,3,2004
1108,2004-08-02 00:00:00-04:00,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,0,0.0,0.0,0.0,0,2,8,3,2004
1109,2004-08-03 00:00:00-04:00,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,0,0.0,0.0,0.0,1,3,8,3,2004
1110,2004-08-04 00:00:00-04:00,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,0,0.0,0.0,0.0,2,4,8,3,2004
1111,2004-08-05 00:00:00-04:00,2.248500108718872,2.310960054397583,2.248500108718872,2.310960054397583,801,0.0,0.0,0.0,3,5,8,3,2004
1112,2004-08-06 00:00:00-04:00,2.310960054397583,2.310960054397583,2.310960054397583,2.310960054397583,0,0.0,0.0,0.0,4,6,8,3,2004
1113,2004-08-09 00:00:00-04:00,2.310960054397583,2.310960054397583,2.310960054397583,2.310960054397583,0,0.0,0.0,0.0,0,9,8,3,2004
1114,2004-08-10 00:00:00-04:00,2.1235899925231934,2.310960054397583,2.1235899925231934,2.310960054397583,2322,0.0,0.0,0.0,1,10,8,3,2004
1115,2004-08-11 00:00:00-04:00,2.1235899925231934,2.1235899925231934,1.998669981956482,1.998669981956482,1201,0.0,0.0,0.0,2,11,8,3,2004
1116,2004-08-12 00:00:00-04:00,2.1235899925231934,2.1235899925231934,2.1235899925231934,2.1235899925231934,801,0.0,0.0,0.0,3,12,8,3,2004
1117,2004-08-13 00:00:00-04:00,2.1235899925231934,2.1235899925231934,2.1235899925231934,2.1235899925231934,0,0.0,0.0,0.0,4,13,8,3,2004
1118,2004-08-16 00:00:00-04:00,2.1235899925231934,2.1235899925231934,2.1235899925231934,2.1235899925231934,0,0.0,0.0,0.0,0,16,8,3,2004
1119,2004-08-17 00:00:00-04:00,2.1235899925231934,2.1235899925231934,2.1235899925231934,2.1235899925231934,0,0.0,0.0,0.0,1,17,8,3,2004
1120,2004-08-18 00:00:00-04:00,2.1235899925231934,2.1235899925231934,1.998669981956482,1.998669981956482,3002,0.0,0.0,0.0,2,18,8,3,2004
1121,2004-08-19 00:00:00-04:00,1.998669981956482,1.998669981956482,1.998669981956482,1.998669981956482,0,0.0,0.0,0.0,3,19,8,3,2004
1122,2004-08-20 00:00:00-04:00,1.998669981956482,1.998669981956482,1.998669981956482,1.998669981956482,0,0.0,0.0,0.0,4,20,8,3,2004
1123,2004-08-23 00:00:00-04:00,1.998669981956482,1.998669981956482,1.998669981956482,1.998669981956482,0,0.0,0.0,0.0,0,23,8,3,2004
1124,2004-08-24 00:00:00-04:00,1.8113000392913818,1.8113000392913818,1.7488399744033813,1.7488399744033813,3442,0.0,0.0,0.0,1,24,8,3,2004
1125,2004-08-25 00:00:00-04:00,1.8113000392913818,1.8113000392913818,1.8113000392913818,1.8113000392913818,400,0.0,0.0,0.0,2,25,8,3,2004
1126,2004-08-26 00:00:00-04:00,1.8113000392913818,1.8113000392913818,1.8113000392913818,1.8113000392913818,0,0.0,0.0,0.0,3,26,8,3,2004
1127,2004-08-27 00:00:00-04:00,1.8113000392913818,1.8113000392913818,1.8113000392913818,1.8113000392913818,0,0.0,0.0,0.0,4,27,8,3,2004
1128,2004-08-30 00:00:00-04:00,1.8113000392913818,1.8113000392913818,1.8113000392913818,1.8113000392913818,0,0.0,0.0,0.0,0,30,8,3,2004
1129,2004-08-31 00:00:00-04:00,1.7488399744033813,1.7488399744033813,1.7488399744033813,1.7488399744033813,801,0.0,0.0,0.0,1,31,8,3,2004
1130,2004-09-01 00:00:00-04:00,1.7488399744033813,1.7488399744033813,1.7488399744033813,1.7488399744033813,0,0.0,0.0,0.0,2,1,9,3,2004
1131,2004-09-02 00:00:00-04:00,1.8113000392913818,1.8737499713897705,1.8113000392913818,1.8737499713897705,6164,0.0,0.0,0.0,3,2,9,3,2004
1132,2004-09-03 00:00:00-04:00,1.998669981956482,1.998669981956482,1.936210036277771,1.936210036277771,1201,0.0,0.0,0.0,4,3,9,3,2004
1133,2004-09-07 00:00:00-04:00,1.8113000392913818,1.936210036277771,1.8113000392913818,1.936210036277771,640,0.0,0.0,0.0,1,7,9,3,2004
1134,2004-09-08 00:00:00-04:00,1.936210036277771,1.936210036277771,1.936210036277771,1.936210036277771,0,0.0,0.0,0.0,2,8,9,3,2004
1135,2004-09-09 00:00:00-04:00,1.936210036277771,1.936210036277771,1.936210036277771,1.936210036277771,0,0.0,0.0,0.0,3,9,9,3,2004
1136,2004-09-10 00:00:00-04:00,1.7488399744033813,1.8113000392913818,1.7488399744033813,1.8113000392913818,560,0.0,0.0,0.0,4,10,9,3,2004
1137,2004-09-13 00:00:00-04:00,1.7488399744033813,1.7488399744033813,1.4989999532699585,1.4989999532699585,1521,0.0,0.0,0.0,0,13,9,3,2004
1138,2004-09-14 00:00:00-04:00,1.4989999532699585,1.4989999532699585,1.4989999532699585,1.4989999532699585,0,0.0,0.0,0.0,1,14,9,3,2004
1139,2004-09-15 00:00:00-04:00,1.62391996383667,1.8737499713897705,1.62391996383667,1.6863800287246704,4843,0.0,0.0,0.0,2,15,9,3,2004
1140,2004-09-16 00:00:00-04:00,1.6863800287246704,1.6863800287246704,1.6863800287246704,1.6863800287246704,3602,0.0,0.0,0.0,3,16,9,3,2004
1141,2004-09-17 00:00:00-04:00,1.3740899562835693,1.6863800287246704,1.3740899562835693,1.6863800287246704,4803,0.0,0.0,0.0,4,17,9,3,2004
1142,2004-09-20 00:00:00-04:00,1.7488399744033813,1.7488399744033813,1.7488399744033813,1.7488399744033813,801,0.0,0.0,0.0,0,20,9,3,2004
1143,2004-09-21 00:00:00-04:00,1.62391996383667,1.62391996383667,1.3116300106048584,1.3116300106048584,8005,0.0,0.0,0.0,1,21,9,3,2004
1144,2004-09-22 00:00:00-04:00,1.186710000038147,1.3116300106048584,1.186710000038147,1.249169945716858,9126,0.0,0.0,0.0,2,22,9,3,2004
1145,2004-09-23 00:00:00-04:00,1.4989999532699585,1.4989999532699585,1.124250054359436,1.124250054359436,1521,0.0,0.0,0.0,3,23,9,3,2004
1146,2004-09-24 00:00:00-04:00,1.249169945716858,2.373420000076294,1.249169945716858,2.373420000076294,59800,0.0,0.0,0.0,4,24,9,3,2004
1147,2004-09-27 00:00:00-04:00,1.4989999532699585,1.998669981956482,1.4989999532699585,1.936210036277771,8125,0.0,0.0,0.0,0,27,9,3,2004
1148,2004-09-28 00:00:00-04:00,2.1860499382019043,2.1860499382019043,1.8737499713897705,1.8737499713897705,3923,0.0,0.0,0.0,1,28,9,3,2004
1149,2004-09-29 00:00:00-04:00,1.62391996383667,1.7488399744033813,1.62391996383667,1.7488399744033813,3682,0.0,0.0,0.0,2,29,9,3,2004
1150,2004-09-30 00:00:00-04:00,1.7488399744033813,1.998669981956482,1.7488399744033813,1.998669981956482,31461,0.0,0.0,0.0,3,30,9,3,2004
1151,2004-10-01 00:00:00-04:00,2.1235899925231934,2.1235899925231934,1.8737499713897705,1.8737499713897705,3722,0.0,0.0,0.0,4,1,10,4,2004
1152,2004-10-04 00:00:00-04:00,1.8737499713897705,1.8737499713897705,1.4989999532699585,1.4989999532699585,10487,0.0,0.0,0.0,0,4,10,4,2004
1153,2004-10-05 00:00:00-04:00,1.4989999532699585,1.62391996383667,1.4989999532699585,1.561460018157959,6284,0.0,0.0,0.0,1,5,10,4,2004
1154,2004-10-06 00:00:00-04:00,1.561460018157959,1.561460018157959,1.4365400075912476,1.4365400075912476,5284,0.0,0.0,0.0,2,6,10,4,2004
1155,2004-10-07 00:00:00-04:00,1.4989999532699585,1.4989999532699585,1.4365400075912476,1.4365400075912476,4403,0.0,0.0,0.0,3,7,10,4,2004
1156,2004-10-08 00:00:00-04:00,1.4365400075912476,1.561460018157959,1.4365400075912476,1.561460018157959,1881,0.0,0.0,0.0,4,8,10,4,2004
1157,2004-10-11 00:00:00-04:00,1.561460018157959,1.561460018157959,1.561460018157959,1.561460018157959,0,0.0,0.0,0.0,0,11,10,4,2004
1158,2004-10-12 00:00:00-04:00,1.561460018157959,1.561460018157959,1.4365400075912476,1.4365400075912476,6604,0.0,0.0,0.0,1,12,10,4,2004
1159,2004-10-13 00:00:00-04:00,1.4989999532699585,1.4989999532699585,1.4989999532699585,1.4989999532699585,1961,0.0,0.0,0.0,2,13,10,4,2004
1160,2004-10-14 00:00:00-04:00,1.561460018157959,1.62391996383667,1.561460018157959,1.62391996383667,2602,0.0,0.0,0.0,3,14,10,4,2004
1161,2004-10-15 00:00:00-04:00,1.62391996383667,1.62391996383667,1.62391996383667,1.62391996383667,0,0.0,0.0,0.0,4,15,10,4,2004
1162,2004-10-18 00:00:00-04:00,1.6863800287246704,1.6863800287246704,1.62391996383667,1.62391996383667,10287,0.0,0.0,0.0,0,18,10,4,2004
1163,2004-10-19 00:00:00-04:00,1.62391996383667,1.62391996383667,1.62391996383667,1.62391996383667,0,0.0,0.0,0.0,1,19,10,4,2004
1164,2004-10-20 00:00:00-04:00,1.62391996383667,1.62391996383667,1.561460018157959,1.561460018157959,1681,0.0,0.0,0.0,2,20,10,4,2004
1165,2004-10-21 00:00:00-04:00,1.4989999532699585,1.4989999532699585,1.4365400075912476,1.4365400075912476,3803,0.0,0.0,0.0,3,21,10,4,2004
1166,2004-10-22 00:00:00-04:00,1.4365400075912476,1.4365400075912476,1.4365400075912476,1.4365400075912476,0,0.0,0.0,0.0,4,22,10,4,2004
1167,2004-10-25 00:00:00-04:00,1.561460018157959,1.561460018157959,1.3740899562835693,1.3740899562835693,4883,0.0,0.0,0.0,0,25,10,4,2004
1168,2004-10-26 00:00:00-04:00,1.561460018157959,1.561460018157959,1.561460018157959,1.561460018157959,248,0.0,0.0,0.0,1,26,10,4,2004
1169,2004-10-27 00:00:00-04:00,1.4989999532699585,1.4989999532699585,1.4989999532699585,1.4989999532699585,4003,0.0,0.0,0.0,2,27,10,4,2004
1170,2004-10-28 00:00:00-04:00,1.4989999532699585,1.4989999532699585,1.4989999532699585,1.4989999532699585,0,0.0,0.0,0.0,3,28,10,4,2004
1171,2004-10-29 00:00:00-04:00,1.4989999532699585,1.4989999532699585,1.4989999532699585,1.4989999532699585,0,0.0,0.0,0.0,4,29,10,4,2004
1172,2004-11-01 00:00:00-05:00,1.4989999532699585,1.4989999532699585,1.4989999532699585,1.4989999532699585,0,0.0,0.0,0.0,0,1,11,4,2004
1173,2004-11-02 00:00:00-05:00,1.561460018157959,1.561460018157959,1.561460018157959,1.561460018157959,240,0.0,0.0,0.0,1,2,11,4,2004
1174,2004-11-03 00:00:00-05:00,1.3116300106048584,1.4989999532699585,1.3116300106048584,1.4365400075912476,22455,0.0,0.0,0.0,2,3,11,4,2004
1175,2004-11-04 00:00:00-05:00,1.4989999532699585,1.7488399744033813,1.4989999532699585,1.7488399744033813,12799,0.0,0.0,0.0,3,4,11,4,2004
1176,2004-11-05 00:00:00-05:00,1.6863800287246704,1.8737499713897705,1.6863800287246704,1.8737499713897705,12488,0.0,0.0,0.0,4,5,11,4,2004
1177,2004-11-08 00:00:00-05:00,1.6863800287246704,1.6863800287246704,1.62391996383667,1.62391996383667,3402,0.0,0.0,0.0,0,8,11,4,2004
1178,2004-11-09 00:00:00-05:00,1.62391996383667,1.62391996383667,1.4989999532699585,1.4989999532699585,6803,0.0,0.0,0.0,1,9,11,4,2004
1179,2004-11-10 00:00:00-05:00,1.561460018157959,1.561460018157959,1.4989999532699585,1.4989999532699585,2081,0.0,0.0,0.0,2,10,11,4,2004
1180,2004-11-11 00:00:00-05:00,1.4989999532699585,1.4989999532699585,1.4989999532699585,1.4989999532699585,0,0.0,0.0,0.0,3,11,11,4,2004
1181,2004-11-12 00:00:00-05:00,1.4989999532699585,1.4989999532699585,1.4989999532699585,1.4989999532699585,0,0.0,0.0,0.0,4,12,11,4,2004
1182,2004-11-15 00:00:00-05:00,1.4365400075912476,1.4365400075912476,1.3740899562835693,1.3740899562835693,240,0.0,0.0,0.0,0,15,11,4,2004
1183,2004-11-16 00:00:00-05:00,1.3740899562835693,1.3740899562835693,1.3740899562835693,1.3740899562835693,0,0.0,0.0,0.0,1,16,11,4,2004
1184,2004-11-17 00:00:00-05:00,1.4365400075912476,1.4989999532699585,1.4365400075912476,1.4989999532699585,2001,0.0,0.0,0.0,2,17,11,4,2004
1185,2004-11-18 00:00:00-05:00,1.4989999532699585,1.4989999532699585,1.3740899562835693,1.3740899562835693,1041,0.0,0.0,0.0,3,18,11,4,2004
1186,2004-11-19 00:00:00-05:00,1.4365400075912476,1.561460018157959,1.4365400075912476,1.561460018157959,4803,0.0,0.0,0.0,4,19,11,4,2004
1187,2004-11-22 00:00:00-05:00,1.561460018157959,1.561460018157959,1.4365400075912476,1.4365400075912476,2001,0.0,0.0,0.0,0,22,11,4,2004
1188,2004-11-23 00:00:00-05:00,1.3740899562835693,1.3740899562835693,1.3116300106048584,1.3116300106048584,5632,0.0,0.0,0.0,1,23,11,4,2004
1189,2004-11-24 00:00:00-05:00,1.3116300106048584,1.3116300106048584,1.3116300106048584,1.3116300106048584,0,0.0,0.0,0.0,2,24,11,4,2004
1190,2004-11-26 00:00:00-05:00,1.4989999532699585,1.4989999532699585,1.4989999532699585,1.4989999532699585,841,0.0,0.0,0.0,4,26,11,4,2004
1191,2004-11-29 00:00:00-05:00,1.4989999532699585,1.4989999532699585,1.249169945716858,1.249169945716858,3602,0.0,0.0,0.0,0,29,11,4,2004
1192,2004-11-30 00:00:00-05:00,1.249169945716858,1.561460018157959,1.249169945716858,1.561460018157959,12308,0.0,0.0,0.0,1,30,11,4,2004
1193,2004-12-01 00:00:00-05:00,1.561460018157959,1.561460018157959,1.4365400075912476,1.4365400075912476,2822,0.0,0.0,0.0,2,1,12,4,2004
1194,2004-12-02 00:00:00-05:00,1.4365400075912476,1.4365400075912476,1.4365400075912476,1.4365400075912476,0,0.0,0.0,0.0,3,2,12,4,2004
1195,2004-12-03 00:00:00-05:00,1.4365400075912476,1.4365400075912476,1.3740899562835693,1.3740899562835693,1001,0.0,0.0,0.0,4,3,12,4,2004
1196,2004-12-06 00:00:00-05:00,1.561460018157959,1.561460018157959,1.4365400075912476,1.4365400075912476,2402,0.0,0.0,0.0,0,6,12,4,2004
1197,2004-12-07 00:00:00-05:00,1.4365400075912476,1.4365400075912476,1.3116300106048584,1.3116300106048584,2402,0.0,0.0,0.0,1,7,12,4,2004
1198,2004-12-08 00:00:00-05:00,1.3740899562835693,1.3740899562835693,1.3116300106048584,1.3116300106048584,1881,0.0,0.0,0.0,2,8,12,4,2004
1199,2004-12-09 00:00:00-05:00,1.3740899562835693,1.3740899562835693,1.3116300106048584,1.3116300106048584,640,0.0,0.0,0.0,3,9,12,4,2004
1200,2004-12-10 00:00:00-05:00,1.4365400075912476,1.4365400075912476,1.3740899562835693,1.3740899562835693,600,0.0,0.0,0.0,4,10,12,4,2004
1201,2004-12-13 00:00:00-05:00,1.4365400075912476,1.4365400075912476,1.3740899562835693,1.3740899562835693,7485,0.0,0.0,0.0,0,13,12,4,2004
1202,2004-12-14 00:00:00-05:00,1.3740899562835693,1.8737499713897705,1.3740899562835693,1.6863800287246704,14910,0.0,0.0,0.0,1,14,12,4,2004
1203,2004-12-15 00:00:00-05:00,1.4365400075912476,1.998669981956482,1.4365400075912476,1.62391996383667,13689,0.0,0.0,0.0,2,15,12,4,2004
1204,2004-12-16 00:00:00-05:00,1.4365400075912476,1.561460018157959,1.4365400075912476,1.561460018157959,1681,0.0,0.0,0.0,3,16,12,4,2004
1205,2004-12-17 00:00:00-05:00,1.561460018157959,1.561460018157959,1.561460018157959,1.561460018157959,1681,0.0,0.0,0.0,4,17,12,4,2004
1206,2004-12-20 00:00:00-05:00,1.62391996383667,1.62391996383667,1.561460018157959,1.561460018157959,1601,0.0,0.0,0.0,0,20,12,4,2004
1207,2004-12-21 00:00:00-05:00,1.561460018157959,1.561460018157959,1.4365400075912476,1.4365400075912476,7685,0.0,0.0,0.0,1,21,12,4,2004
1208,2004-12-22 00:00:00-05:00,1.3740899562835693,1.4365400075912476,1.3740899562835693,1.4365400075912476,2602,0.0,0.0,0.0,2,22,12,4,2004
1209,2004-12-23 00:00:00-05:00,1.3740899562835693,1.8113000392913818,1.3740899562835693,1.8113000392913818,9006,0.0,0.0,0.0,3,23,12,4,2004
1210,2004-12-27 00:00:00-05:00,1.8113000392913818,1.8113000392913818,1.8113000392913818,1.8113000392913818,0,0.0,0.0,0.0,0,27,12,4,2004
1211,2004-12-28 00:00:00-05:00,1.8113000392913818,1.8113000392913818,1.8113000392913818,1.8113000392913818,0,0.0,0.0,0.0,1,28,12,4,2004
1212,2004-12-29 00:00:00-05:00,1.8113000392913818,1.8113000392913818,1.8113000392913818,1.8113000392913818,0,0.0,0.0,0.0,2,29,12,4,2004
1213,2004-12-30 00:00:00-05:00,1.7488399744033813,1.7488399744033813,1.7488399744033813,1.7488399744033813,1081,0.0,0.0,0.0,3,30,12,4,2004
1214,2004-12-31 00:00:00-05:00,1.62391996383667,1.62391996383667,1.62391996383667,1.62391996383667,320,0.0,0.0,0.0,4,31,12,4,2004
1215,2005-01-03 00:00:00-05:00,1.62391996383667,1.62391996383667,1.62391996383667,1.62391996383667,0,0.0,0.0,0.0,0,3,1,1,2005
1216,2005-01-04 00:00:00-05:00,1.7488399744033813,1.7488399744033813,1.62391996383667,1.62391996383667,2962,0.0,0.0,0.0,1,4,1,1,2005
1217,2005-01-05 00:00:00-05:00,1.62391996383667,1.62391996383667,1.62391996383667,1.62391996383667,2121,0.0,0.0,0.0,2,5,1,1,2005
1218,2005-01-06 00:00:00-05:00,1.62391996383667,1.62391996383667,1.62391996383667,1.62391996383667,0,0.0,0.0,0.0,3,6,1,1,2005
1219,2005-01-07 00:00:00-05:00,1.62391996383667,1.62391996383667,1.4989999532699585,1.4989999532699585,3322,0.0,0.0,0.0,4,7,1,1,2005
1220,2005-01-10 00:00:00-05:00,1.62391996383667,1.6863800287246704,1.62391996383667,1.6863800287246704,2402,0.0,0.0,0.0,0,10,1,1,2005
1221,2005-01-11 00:00:00-05:00,1.4989999532699585,1.561460018157959,1.4989999532699585,1.561460018157959,3843,0.0,0.0,0.0,1,11,1,1,2005
1222,2005-01-12 00:00:00-05:00,1.62391996383667,1.6863800287246704,1.62391996383667,1.6863800287246704,560,0.0,0.0,0.0,2,12,1,1,2005
1223,2005-01-13 00:00:00-05:00,1.3116300106048584,1.561460018157959,1.3116300106048584,1.561460018157959,8486,0.0,0.0,0.0,3,13,1,1,2005
1224,2005-01-14 00:00:00-05:00,1.4365400075912476,1.561460018157959,1.4365400075912476,1.561460018157959,3202,0.0,0.0,0.0,4,14,1,1,2005
1225,2005-01-18 00:00:00-05:00,1.4365400075912476,1.4989999532699585,1.4365400075912476,1.4989999532699585,1601,0.0,0.0,0.0,1,18,1,1,2005
1226,2005-01-19 00:00:00-05:00,1.4365400075912476,1.4989999532699585,1.4365400075912476,1.4989999532699585,2762,0.0,0.0,0.0,2,19,1,1,2005
1227,2005-01-20 00:00:00-05:00,1.62391996383667,1.6863800287246704,1.62391996383667,1.6863800287246704,1601,0.0,0.0,0.0,3,20,1,1,2005
1228,2005-01-21 00:00:00-05:00,1.3740899562835693,1.7488399744033813,1.3740899562835693,1.4989999532699585,14025,0.0,0.0,0.0,4,21,1,1,2005
1229,2005-01-24 00:00:00-05:00,1.3116300106048584,1.4989999532699585,1.3116300106048584,1.4989999532699585,15570,0.0,0.0,0.0,0,24,1,1,2005
1230,2005-01-25 00:00:00-05:00,1.3740899562835693,1.4989999532699585,1.3740899562835693,1.4989999532699585,7125,0.0,0.0,0.0,1,25,1,1,2005
